DC_DIST,SECTOR,DISPATCH_DATE_TIME,DISPATCH_DATE,DISPATCH_TIME,HOUR,DC_KEY,LOCATION_BLOCK,UCR_GENERAL,OBJECTID,TEXT_GENERAL_CODE,POINT_X,POINT_Y,SHAPE
01,E,2006-05-04 07:49:00,2006-05-04,07:49:00,,200601015622,2200 BLOCK S 15TH ST,500,28776281,Burglary Residential,-75.17171054,39.92333138,28723294
01,K,2006-05-04 14:07:00,2006-05-04,14:07:00,,200601015664,2300 BLOCK OREGON AVE,600,28752599,Thefts,-75.18699961,39.91883469,28699612
01,J,2006-05-04 14:42:00,2006-05-04,14:42:00,,200601015671,2200 BLOCK OREGON AV,600,28822476,Thefts,-75.1852407,39.91853221,28769489
01,F,2006-05-04 21:13:00,2006-05-04,21:13:00,,200601015713,2100 BLOCK S LAMBERT ST,600,28750931,Thefts,-75.18046205,39.92573739,28697944
01,K,2006-05-04 21:10:00,2006-05-04,21:10:00,,200601015715,2300 BLOCK OREGON AV,600,28739004,Thefts,-75.18686083,39.91880535,28686017
01,J,2006-05-05 08:25:00,2006-05-05,08:25:00,,200601015764,2200 BLOCK S CROSKEY ST,600,28749259,Theft from Vehicle,-75.18379948,39.92421878,28696272
01,A,2006-05-06 06:32:00,2006-05-06,06:32:00,,200601015877,S 15TH ST /W PASSYUNK AVE,300,28836397,Robbery No Firearm,-75.17125922,39.92517164,28783410
01,K,2006-05-06 09:01:00,2006-05-06,09:01:00,,200601015882,2000 BLOCK PENROSE AVE,600,28834833,Theft from Vehicle,-75.18239562,39.91301639,28781846
01,C,2006-05-06 12:49:00,2006-05-06,12:49:00,,200601015901,2200 BLOCK MIFFLIN ST,600,28887158,Thefts,-75.18322184,39.92868073,28834171
01,E,2006-05-06 12:33:00,2006-05-06,12:33:00,,200601015903,2300 BLOCK S 18TH ST,700,28746367,Recovered Stolen Motor Vehicle,-75.17675259,39.92194251,28693380
01,K,2006-05-06 18:55:00,2006-05-06,18:55:00,,200601015944,S 22ND ST /OREGON AVE,600,28739005,Thefts,-75.18440515,39.91845186,28686018
01,J,2006-05-06 20:49:00,2006-05-06,20:49:00,,200601015947,S 25TH ST /W PASSYUNK AVE,400,28778260,Aggravated Assault No Firearm,-75.18890328,39.92197856,28725273
01,D,2006-05-06 20:49:00,2006-05-06,20:49:00,,200601015948,S 28TH ST /W PASSYUNK AVE,400,28778261,Aggravated Assault No Firearm,-75.19386626,39.92113825,28725274
01,K,2006-05-06 20:49:00,2006-05-06,20:49:00,,200601015949,S 26TH ST /PENROSE AVE,400,28778262,Aggravated Assault No Firearm,-75.1939907,39.90564242,28725275
01,A,2006-05-06 22:24:00,2006-05-06,22:24:00,,200601015965,1700 BLOCK MC KEAN ST,700,28746368,Recovered Stolen Motor Vehicle,-75.17429177,39.92617745,28693381
01,J,2006-05-07 03:28:00,2006-05-07,03:28:00,,200601016024,2500 BLOCK S 24TH ST,400,28743675,Aggravated Assault No Firearm,-75.18711631,39.92182296,28690688
01,C,2006-05-07 06:31:00,2006-05-07,06:31:00,,200601016036,1900 BLOCK S BONSALL ST,600,28838075,Thefts,-75.18459458,39.92833858,28785088
01,J,2006-05-07 14:47:00,2006-05-07,14:47:00,,200601016070,2400 BLOCK S 24TH ST,600,28739006,Thefts,-75.1870103,39.92178521,28686019
01,A,2006-05-07 15:06:00,2006-05-07,15:06:00,,200601016071,1900 BLOCK S 16TH ST,600,28739182,Theft from Vehicle,-75.1724315,39.92692621,28686195
01,J,2006-05-07 16:33:00,2006-05-07,16:33:00,,200601016083,2300 BLOCK OREGON AVE,600,28739007,Thefts,-75.18605724,39.91874807,28686020
01,K,2006-05-07 19:07:00,2006-05-07,19:07:00,,200601016093,2400 BLOCK OREGON AV,600,28739183,Theft from Vehicle,-75.18733948,39.91895526,28686196
01,K,2006-05-07 19:32:00,2006-05-07,19:32:00,,200601016099,2400 BLOCK PENROSE AVE,700,28744476,Motor Vehicle Theft,-75.19010205,39.90746728,28691489
01,J,2006-05-08 13:03:00,2006-05-08,13:03:00,,200601016163,2700 BLOCK WOLF ST,400,28747184,Aggravated Assault Firearm,-75.19084473,39.92412037,28694197
01,C,2006-05-08 14:03:00,2006-05-08,14:03:00,,200601016166,1900 BLOCK S 23RD ST,400,28750048,Aggravated Assault No Firearm,-75.18383661,39.92867836,28697061
01,C,2006-05-08 14:04:00,2006-05-08,14:04:00,,200601016167,1900 BLOCK S 23RD ST,400,28750049,Aggravated Assault No Firearm,-75.18383661,39.92867836,28697062
01,H,2006-05-08 14:17:00,2006-05-08,14:17:00,,200601016169,S 23RD ST & HARTRANFT ST,700,28743931,Recovered Stolen Motor Vehicle,,,28690944
01,E,2006-05-08 18:05:00,2006-05-08,18:05:00,,200601016196,2500 BLOCK S ROSEWOOD ST,600,28741516,Thefts,-75.17157864,39.91882862,28688529
01,A,2006-05-08 22:02:00,2006-05-08,22:02:00,,200601016220,1400 BLOCK MIFFLIN ST,700,28723748,Motor Vehicle Theft,-75.16941514,39.92680284,28670761
01,J,2006-05-08 21:55:00,2006-05-08,21:55:00,,200601016222,2200 BLOCK RITNER ST,600,28750636,Theft from Vehicle,-75.18517338,39.92252318,28697649
01,B,2006-05-08 23:53:00,2006-05-08,23:53:00,,200601016231,2100 BLOCK MIFFLIN ST,600,28753628,Thefts,-75.18120414,39.92832591,28700641
01,A,2006-05-08 23:33:00,2006-05-08,23:33:00,,200601016235,1700 BLOCK MOORE ST,700,28743932,Recovered Stolen Motor Vehicle,-75.17476536,39.92876402,28690945
01,J,2006-05-09 00:51:00,2006-05-09,00:51:00,,200601016240,2200 BLOCK S HEMBERGER ST,500,28872423,Burglary Residential,-75.18405729,39.92482878,28819436
01,G,2006-05-09 13:46:00,2006-05-09,13:46:00,,200601016294,2700 BLOCK S 17TH ST,600,28887910,Thefts,-75.17619705,39.91704474,28834923
01,E,2006-05-09 17:17:00,2006-05-09,17:17:00,,200601016318,2200 BLOCK S HICKS ST,600,28753629,Thefts,-75.17226079,39.92284405,28700642
01,B,2006-05-09 18:43:00,2006-05-09,18:43:00,,200601016322,1900 BLOCK S 20TH ST,600,28737337,Thefts,-75.17876448,39.92804943,28684350
01,C,2006-05-09 19:18:00,2006-05-09,19:18:00,,200601016325,1800 BLOCK S 27TH ST,700,28751447,Motor Vehicle Theft,-75.19028549,39.93075841,28698460
01,A,2006-05-09 21:42:00,2006-05-09,21:42:00,,200601016347,1400 BLOCK MC KEAN ST,600,28741848,Theft from Vehicle,-75.16955253,39.92556284,28688861
01,E,2006-05-09 22:24:00,2006-05-09,22:24:00,,200601016348,2300 BLOCK S BROAD ST,600,28847489,Thefts,-75.17037445,39.92186498,28794502
01,K,2006-05-09 23:14:00,2006-05-09,23:14:00,,200601016355,2400 BLOCK OREGON AVE,300,28732344,Robbery No Firearm,-75.18733948,39.91895526,28679357
01,E,2006-05-09 23:55:00,2006-05-09,23:55:00,,200601016363,2100 BLOCK S 15TH ST,400,28747185,Aggravated Assault Firearm,-75.17147779,39.9238834,28694198
01,F,2006-05-10 08:11:00,2006-05-10,08:11:00,,200601016377,2100 BLOCK S GARNET ST,700,28723749,Motor Vehicle Theft,-75.17824165,39.92513041,28670762
01,E,2006-05-10 09:38:00,2006-05-10,09:38:00,,200601016388,2300 BLOCK S 16TH ST,600,28733339,Thefts,-75.17365993,39.9212409,28680352
01,B,2006-05-10 11:13:00,2006-05-10,11:13:00,,200601016399,2100 BLOCK MC KEAN ST,100,28746435,Homicide - Criminal,-75.1809209,39.92704341,28693448
01,J,2006-05-10 12:10:00,2006-05-10,12:10:00,,200601016409,2400 BLOCK S 24TH ST,600,28765509,Thefts,-75.18701691,39.92175765,28712522
01,E,2006-05-10 12:43:00,2006-05-10,12:43:00,,200601016414,1400 BLOCK SNYDER AV,600,28737338,Thefts,-75.1712875,39.9245478,28684351
01,E,2006-05-10 14:29:00,2006-05-10,14:29:00,,200601016428,2400 BLOCK S BROAD ST,700,28723750,Motor Vehicle Theft,-75.17087921,39.919570039999996,28670763
01,B,2006-05-10 15:16:00,2006-05-10,15:16:00,,200601016429,1800 BLOCK MC CLELLAN ST,400,28778621,Aggravated Assault No Firearm,-75.17557786,39.92842793,28725634
01,J,2006-05-10 16:35:00,2006-05-10,16:35:00,,200601016454,2500 BLOCK S 24TH ST,600,28741849,Theft from Vehicle,-75.18727581,39.92107647,28688862
01,A,2006-05-10 19:09:00,2006-05-10,19:09:00,,200601016466,2000 BLOCK S 16TH ST,500,28872424,Burglary Residential,-75.17275056,39.92596822,28819437
01,J,2006-05-10 22:12:00,2006-05-10,22:12:00,,200601016483,2200 BLOCK JACKSON ST,300,28774721,Robbery No Firearm,-75.18305258,39.9247825,28721734
01,K,2006-05-11 04:41:00,2006-05-11,04:41:00,,200601016507,2000 BLOCK PENROSE AVE,600,28755774,Theft from Vehicle,-75.18239562,39.91301639,28702787
01,B,2006-05-11 10:49:00,2006-05-11,10:49:00,,200601016529,S 19TH ST /MC KEAN ST,400,28747186,Aggravated Assault Firearm,-75.17740344,39.92663485,28694199
01,E,2006-05-11 18:25:00,2006-05-11,18:25:00,,200601016585,1400 BLOCK JACKSON ST,500,28887559,Burglary Residential,-75.17101699,39.92331723,28834572
01,A,2006-05-11 20:12:00,2006-05-11,20:12:00,,200601016606,1600 BLOCK MOORE ST,300,28732345,Robbery No Firearm,-75.17218105,39.92843241,28679358
01,G,2006-05-11 20:49:00,2006-05-11,20:49:00,,200601016616,S 20TH ST/ SHUNK ST,300,28732551,Robbery No Firearm,-75.18057941,39.91937904,28679564
01,C,2006-05-11 22:46:00,2006-05-11,22:46:00,,200601016623,2600 BLOCK DUDLEY ST,600,28733340,Thefts,-75.19056612,39.92893875,28680353
01,J,2006-05-11 22:44:00,2006-05-11,22:44:00,,200601016625,2400 BLOCK S 24TH ST,600,28851180,Thefts,-75.1870103,39.92178521,28798193
01,F,2006-05-12 23:29:00,2006-05-12,23:29:00,,200601016734,2100 BLOCK S WOODSTOCK ST,300,28758927,Robbery Firearm,-75.17992559,39.9256651,28705940
01,C,2006-05-13 00:14:00,2006-05-13,00:14:00,,200601016743,1900 BLOCK S 23RD ST,500,28887560,Burglary Residential,-75.18403336,39.928264999999996,28834573
01,E,2006-05-13 12:05:00,2006-05-13,12:05:00,,200601016794,2500 BLOCK S 15TH ST,600,28887911,Thefts,-75.17243767,39.91943711,28834924
01,B,2006-05-14 10:06:00,2006-05-14,10:06:00,,200601016892,S 23RD ST /MOORE ST,700,28872892,Recovered Stolen Motor Vehicle,-75.18360293,39.9299372,28819905
01,J,2006-05-15 12:59:00,2006-05-15,12:59:00,,200601017008,2300 BLOCK S 24TH ST,700,28743933,Recovered Stolen Motor Vehicle,-75.18662351,39.92359307,28690946
01,F,2006-05-16 00:02:00,2006-05-16,00:02:00,,200601017069,S 20TH ST /SHUNK ST,300,28758928,Robbery Firearm,-75.18057941,39.91937904,28705941
01,F,2006-05-16 15:46:00,2006-05-16,15:46:00,,200601017130,2200 BLOCK S LAMBERT ST,500,28828158,Burglary Non-Residential,-75.1808418,39.9234603,28775171
01,A,2006-05-16 20:46:00,2006-05-16,20:46:00,,200601017167,1400 BLOCK MIFFLIN ST,300,28758929,Robbery Firearm,-75.16926111,39.92677751,28705942
01,A,2006-05-16 21:36:00,2006-05-16,21:36:00,,200601017175,1400 BLOCK MIFFLIN ST,300,28758930,Robbery Firearm,-75.16926111,39.92677751,28705943
01,C,2006-05-16 23:19:00,2006-05-16,23:19:00,,200601017192,1800 BLOCK POINT BREEZE AVE,500,28741434,Burglary Residential,-75.18446277,39.92937037,28688447
01,A,2006-05-17 01:01:00,2006-05-17,01:01:00,,200601017202,S BROAD ST /SNYDER AVE,300,28809607,Robbery No Firearm,-75.1697474,39.92441851,28756620
01,F,2006-05-17 14:09:00,2006-05-17,14:09:00,,200601017277,S 20TH ST /WOLF ST,600,28756917,Thefts,-75.17978084,39.92312031,28703930
01,B,2006-05-17 22:52:00,2006-05-17,22:52:00,,200601017336,2000 BLOCK MC KEAN ST,600,28790678,Thefts,-75.1798474,39.92699741,28737691
01,D,2006-05-18 11:24:00,2006-05-18,11:24:00,,200601017395,2100 BLOCK S 28TH ST,300,28732552,Robbery No Firearm,-75.19265161,39.92732176,28679565
01,F,2006-05-18 17:38:00,2006-05-18,17:38:00,,200601017426,2100 BLOCK OREGON AV,600,28741850,Theft from Vehicle,-75.18357736,39.91851144,28688863
01,B,2006-05-18 23:45:00,2006-05-18,23:45:00,,200601017458,2100 BLOCK MOORE ST,300,28732553,Robbery No Firearm,-75.18106218,39.92957965,28679566
01,J,2006-05-18 22:52:00,2006-05-18,22:52:00,,200601017459,2300 BLOCK OREGON AVE,300,28778503,Robbery No Firearm,-75.18605724,39.91874807,28725516
01,C,2006-05-19 00:36:00,2006-05-19,00:36:00,,200601017467,2700 BLOCK DUDLEY ST,700,28723751,Motor Vehicle Theft,-75.19071282,39.92904249,28670764
01,A,2006-05-19 13:03:00,2006-05-19,13:03:00,,200601017509,S BROAD ST /SNYDER AVE,600,28756918,Thefts,-75.1697474,39.92441851,28703931
01,F,2006-05-19 15:22:00,2006-05-19,15:22:00,,200601017522,2200 BLOCK S LAMBERT ST,600,28887912,Thefts,-75.18076079,39.92385246,28834925
01,J,2006-05-19 19:17:00,2006-05-19,19:17:00,,200601017542,2200 BLOCK RITNER ST,600,28765510,Thefts,-75.18517338,39.92252318,28712523
01,A,2006-05-19 20:11:00,2006-05-19,20:11:00,,200601017548,S BANCROFT ST /SNYDER AV,600,28769389,Thefts,-75.17352331,39.92487675,28716402
01,E,2006-05-19 20:39:00,2006-05-19,20:39:00,,200601017549,1600 BLOCK RITNER ST,600,28755775,Theft from Vehicle,-75.17421123,39.92108416,28702788
01,C,2006-05-20 21:05:00,2006-05-20,21:05:00,,200601017683,2600 BLOCK EMILY ST,600,28887913,Thefts,-75.19021001,39.92761782,28834926
01,E,2006-05-20 22:46:00,2006-05-20,22:46:00,,200601017711,1400 BLOCK SNYDER AV,600,28887914,Thefts,-75.17112454,39.92452436,28834927
01,J,2006-05-21 03:09:00,2006-05-21,03:09:00,,200601017748,2500 BLOCK S 24TH ST,400,28747187,Aggravated Assault Firearm,-75.18711631,39.92182296,28694200
01,J,2006-05-21 14:37:00,2006-05-21,14:37:00,,200601017775,2400 BLOCK W PASSYUNK AV,600,28743193,Thefts,-75.18787124,39.92211601,28690206
01,A,2006-05-21 16:44:00,2006-05-21,16:44:00,,200601017782,1800 BLOCK S 15TH ST,600,28769227,Thefts,-75.1706571,39.9282445,28716240
01,J,2006-05-22 08:00:00,2006-05-22,08:00:00,,200601017840,S 23RD ST /JACKSON ST,400,28755007,Aggravated Assault Firearm,-75.18467399,39.92504198,28702020
01,J,2006-05-22 10:12:00,2006-05-22,10:12:00,,200601017847,2300 BLOCK OREGON AVE,600,28739777,Thefts,-75.18605724,39.91874807,28686790
01,K,2006-05-22 12:15:00,2006-05-22,12:15:00,,200601017853,2300 BLOCK OREGON AVE,600,28745158,Thefts,-75.18699961,39.91883469,28692171
01,B,2006-05-22 12:12:00,2006-05-22,12:12:00,,200601017860,2100 BLOCK MC KEAN ST,500,28881413,Burglary Residential,-75.18159434,39.92721526,28828426
01,K,2006-05-22 12:53:00,2006-05-22,12:53:00,,200601017863,2200 BLOCK OREGON AVE,600,28745159,Thefts,-75.18522687,39.91853796,28692172
01,J,2006-05-22 16:24:00,2006-05-22,16:24:00,,200601017877,2400 BLOCK VARE AV,600,28745160,Thefts,-75.18911362,39.92077054,28692173
01,K,2006-05-22 16:55:00,2006-05-22,16:55:00,,200601017885,2200 BLOCK OREGON AVE,600,28745161,Thefts,-75.18522687,39.91853796,28692174
01,A,2006-05-22 19:34:00,2006-05-22,19:34:00,,200601017902,S 15TH ST /MIFFLIN ST,300,28743062,Robbery No Firearm,-75.17084884,39.92704374,28690075
01,A,2006-05-22 20:51:00,2006-05-22,20:51:00,,200601017908,2000 BLOCK S CHADWICK ST,300,28841711,Robbery No Firearm,-75.17384799999999,39.92521779,28788724
01,J,2006-05-23 07:45:00,2006-05-23,07:45:00,,200601017946,2200 BLOCK S 27TH ST,700,28724271,Motor Vehicle Theft,-75.19153473,39.92521027,28671284
01,I,2006-05-23 11:26:00,2006-05-23,11:26:00,,200601017967,1800 BLOCK HULSEMAN ST,700,28724272,Motor Vehicle Theft,-75.17927044,39.90944779,28671285
01,F,2006-05-23 11:21:00,2006-05-23,11:21:00,,200601017968,1800 BLOCK PORTER ST,600,28750741,Thefts,-75.17737039,39.9202931,28697754
01,J,2006-05-23 12:50:00,2006-05-23,12:50:00,,200601017984,2100 BLOCK S 23RD ST,600,28745162,Thefts,-75.18458451,39.92564581,28692175
01,C,2006-05-23 21:26:00,2006-05-23,21:26:00,,200601018058,S 24TH ST /SNYDER AVE,400,28774479,Aggravated Assault No Firearm,-75.18635622,39.9265326,28721492
01,F,2006-05-24 05:43:00,2006-05-24,05:43:00,,200601018098,2100 BLOCK S LAMBERT ST,700,28724273,Motor Vehicle Theft,-75.18052207,39.92546878,28671286
01,J,2006-05-24 14:04:00,2006-05-24,14:04:00,,200601018136,2400 BLOCK W PASSYUNK AV,600,28739778,Thefts,-75.18730912,39.92221434,28686791
01,C,2006-05-24 17:06:00,2006-05-24,17:06:00,,200601018149,2000 BLOCK S CROSKEY ST,600,28750742,Thefts,-75.1832329,39.92634867,28697755
01,G,2006-05-24 19:18:00,2006-05-24,19:18:00,,200601018165,2800 BLOCK S 15TH,600,28750743,Thefts,-75.17319318,39.91643061,28697756
01,H,2006-05-24 22:40:00,2006-05-24,22:40:00,,200601018205,S 24TH ST /HARTRANFT ST,700,28747066,Recovered Stolen Motor Vehicle,,,28694079
01,D,2006-05-25 02:59:00,2006-05-25,02:59:00,,200601018224,S 28TH ST /JACKSON ST,300,28774530,Robbery Firearm,-75.19283444,39.92607979,28721543
01,E,2006-05-25 05:59:00,2006-05-25,05:59:00,,200601018227,S COLORADO ST /SHUNK ST,700,28724274,Motor Vehicle Theft,-75.17664419,39.91887198,28671287
01,C,2006-05-25 07:41:00,2006-05-25,07:41:00,,200601018232,2200 BLOCK SIGEL ST,300,28774531,Robbery Firearm,-75.1821755,39.92889166,28721544
01,K,2006-05-25 09:12:00,2006-05-25,09:12:00,,200601018236,2300 BLOCK OREGON AVE,600,28739779,Thefts,-75.18621147,39.91868293,28686792
01,J,2006-05-25 23:41:00,2006-05-25,23:41:00,,200601018354,2300 BLOCK OREGON AVE,600,28745163,Thefts,-75.18605724,39.91874807,28692176
01,A,2006-05-26 00:28:00,2006-05-26,00:28:00,,200601018362,S 15TH ST /SNYDER AVE,300,28743063,Robbery No Firearm,-75.17137448,39.92460304,28690076
01,A,2006-05-26 12:34:00,2006-05-26,12:34:00,,200601018411,S 17TH ST /MC CLELLAN ST,700,28724275,Motor Vehicle Theft,-75.17382902,39.92823664,28671288
01,A,2006-05-26 16:41:00,2006-05-26,16:41:00,,200601018450,1800 BLOCK S 15TH ST,500,28747215,Burglary Residential,-75.17056877,39.92813497,28694228
01,C,2006-05-26 23:21:00,2006-05-26,23:21:00,,200601018487,2200 BLOCK MOORE ST,600,28745744,Theft from Vehicle,-75.18200366,39.92969539,28692757
01,G,2006-05-27 09:05:00,2006-05-27,09:05:00,,200601018523,BIGLER ST /W MOYAMENSING AVE,700,28878022,Recovered Stolen Motor Vehicle,-75.17763189,39.91499246,28825035
01,C,2006-05-27 10:53:00,2006-05-27,10:53:00,,200601018536,1900 BLOCK S CROSKEY ST,500,28881414,Burglary Residential,-75.18311788,39.9273991,28828427
01,K,2006-05-27 13:17:00,2006-05-27,13:17:00,,200601018548,2200 BLOCK OREGON AVE,600,28753030,Thefts,-75.18492989,39.91848436,28700043
01,K,2006-05-27 14:31:00,2006-05-27,14:31:00,,200601018553,2300 BLOCK OREGON AVE,600,28739780,Thefts,-75.18699961,39.91883469,28686793
01,B,2006-05-27 17:10:00,2006-05-27,17:10:00,,200601018572,2000 BLOCK S BOUVIER ST,500,28881415,Burglary Residential,-75.17547543,39.92515478,28828428
01,B,2006-05-28 01:03:00,2006-05-28,01:03:00,,200601018616,1900 BLOCK S BEECHWOOD ST,600,28750744,Thefts,-75.18183536,39.92737525,28697757
01,E,2006-05-28 00:53:00,2006-05-28,00:53:00,,200601018621,F 18TH ST /OREGON AV,600,28739781,Thefts,,,28686794
01,B,2006-05-28 09:00:00,2006-05-28,09:00:00,,200601018647,S 19TH ST & MIFFLIN ST,700,28747067,Recovered Stolen Motor Vehicle,-75.17713894,39.92785203,28694080
01,K,2006-05-28 13:35:00,2006-05-28,13:35:00,,200601018672,2300 BLOCK OREGON AVE,600,28745164,Thefts,-75.18699961,39.91883469,28692177
01,F,2006-05-28 14:13:00,2006-05-28,14:13:00,,200601018673,2000 BLOCK OREGON AV,600,28750745,Thefts,-75.18096967,39.91794682,28697758
01,B,2006-05-28 15:18:00,2006-05-28,15:18:00,,200601018681,2000 BLOCK MC KEAN ST,500,28774867,Burglary Residential,-75.17898277,39.92688233,28721880
01,L,2006-05-28 18:55:00,2006-05-28,18:55:00,,200601018701,1400 BLOCK PATTISON AVE,300,28775010,Robbery Firearm,-75.17418861,39.90540592,28722023
01,D,2006-05-28 19:10:00,2006-05-28,19:10:00,,200601018702,S 28TH ST /W PASSYUNK AVE,700,28878023,Recovered Stolen Motor Vehicle,-75.19386626,39.92113825,28825036
01,E,2006-05-28 20:03:00,2006-05-28,20:03:00,,200601018706,S BROAD ST /WOLF ST,600,28758351,Theft from Vehicle,-75.17031232,39.92189496,28705364
01,F,2006-05-28 23:39:00,2006-05-28,23:39:00,,200601018735,2200 BLOCK S 21ST ST,300,28775011,Robbery Firearm,-75.18154829,39.924344070000004,28722024
01,L,2006-05-29 01:13:00,2006-05-29,01:13:00,,200601018740,S BROAD ST & TERMINAL AV,700,28747068,Recovered Stolen Motor Vehicle,-75.17554987,39.8991665,28694081
01,E,2006-05-29 02:45:00,2006-05-29,02:45:00,,200601018751,S BROAD ST /OREGON AVE,700,28747069,Recovered Stolen Motor Vehicle,-75.17142527,39.91676672,28694082
01,J,2006-05-29 16:12:00,2006-05-29,16:12:00,,200601018783,2400 BLOCK S 24TH ST,600,28743085,Thefts,-75.18697725,39.92192299,28690098
01,K,2006-05-29 16:16:00,2006-05-29,16:16:00,,200601018785,2300 BLOCK OREGON AVE,600,28739387,Thefts,-75.18699961,39.91883469,28686400
01,J,2006-05-29 22:23:00,2006-05-29,22:23:00,,200601018830,2300 BLOCK BAMBREY TER,400,28755008,Aggravated Assault Firearm,-75.18925992,39.92380157,28702021
01,J,2006-05-30 10:26:00,2006-05-30,10:26:00,,200601018873,2700 BLOCK WOLF ST,500,28747216,Burglary Residential,-75.19068023,39.92410999,28694229
01,J,2006-05-30 12:52:00,2006-05-30,12:52:00,,200601018892,2400 BLOCK S 24TH ST,600,28739782,Thefts,-75.18697725,39.92192299,28686795
01,A,2006-05-30 15:35:00,2006-05-30,15:35:00,,200601018901,1700 BLOCK MC KEAN ST,600,28758352,Theft from Vehicle,-75.17482046,39.92633446,28705365
01,J,2006-05-30 18:49:00,2006-05-30,18:49:00,,200601018942,2400 BLOCK W PASSYUNK AVE,300,28775012,Robbery Firearm,-75.18817785,39.92206238,28722025
01,A,2006-05-31 08:49:00,2006-05-31,08:49:00,,200601019023,1800 BLOCK S BROAD ST,300,28822454,Robbery No Firearm,-75.16902162,39.92801484,28769467
01,D,2006-05-31 08:25:00,2006-05-31,08:25:00,,200601019043,3200 BLOCK MAIDEN LN,600,28745281,Theft from Vehicle,-75.19894449,39.929618070000004,28692294
01,L,2006-05-31 16:20:00,2006-05-31,16:20:00,,200601019088,2000 BLOCK PATTISON AVE,600,28755130,Theft from Vehicle,-75.18345529,39.90659536,28702143
01,J,2006-05-31 22:01:00,2006-05-31,22:01:00,,200601019113,2200 BLOCK SHUNK ST,600,28741448,Thefts,-75.18412467,39.91980354,28688461
01,F,2006-06-01 10:26:00,2006-06-01,10:26:00,,200601019193,1800 BLOCK WOLF ST,700,28737170,Motor Vehicle Theft,-75.17669737,39.92268193,28684183
01,E,2006-06-02 00:00:00,2006-06-02,00:00:00,,200601019242,17TH & MIFFLIN ST,700,28724276,Motor Vehicle Theft,-75.17399006,39.92743972,28671289
01,B,2006-06-01 05:37:00,2006-06-01,05:37:00,,200601019250,2100 BLOCK S 21ST ST,600,28749017,Thefts,-75.1813513,39.92525182,28696030
01,K,2006-06-01 05:15:00,2006-06-01,05:15:00,,200601019251,2200 BLOCK OREGON AVE,600,28753031,Thefts,-75.18522687,39.91853796,28700044
01,F,2006-06-01 04:46:00,2006-06-01,04:46:00,,200601019274,S 22ND ST /OREGON AVE,600,28745165,Thefts,-75.18440515,39.91845186,28692178
01,E,2006-06-02 10:54:00,2006-06-02,10:54:00,,200601019297,2200 BLOCK S CARLISLE ST,700,28747070,Recovered Stolen Motor Vehicle,-75.17112168,39.92303761,28694083
01,A,2006-06-02 11:22:00,2006-06-02,11:22:00,,200601019301,1500 BLOCK W PASSYUNK AV,600,28753032,Thefts,-75.17276536,39.92492411,28700045
01,K,2006-06-02 12:32:00,2006-06-02,12:32:00,,200601019303,2300 BLOCK OREGON AVE,600,28745166,Thefts,-75.18699961,39.91883469,28692179
01,B,2006-06-01 14:30:00,2006-06-01,14:30:00,,200601019308,S 20TH ST & SNYDER AV,700,28747071,Recovered Stolen Motor Vehicle,-75.17924556,39.92561535,28694084
01,E,2006-06-02 15:35:00,2006-06-02,15:35:00,,200601019333,2100 BLOCK S 15TH ST,600,28748846,Thefts,-75.171532,39.9236378,28695859
01,K,2006-06-02 16:11:00,2006-06-02,16:11:00,,200601019343,2300 BLOCK OREGON AVE,600,28739783,Thefts,-75.18699961,39.91883469,28686796
01,K,2006-06-02 17:20:00,2006-06-02,17:20:00,,200601019358,2300 BLOCK OREGON AVE,600,28745167,Thefts,-75.18699961,39.91883469,28692180
01,F,2006-06-02 19:38:00,2006-06-02,19:38:00,,200601019381,2000 BLOCK SHUNK ST,600,28755131,Theft from Vehicle,-75.18079109,39.91936653,28702144
01,A,2006-06-03 10:56:00,2006-06-03,10:56:00,,200601019470,S 18TH ST /MOORE ST,600,28767175,Theft from Vehicle,-75.17529218,39.92887633,28714188
01,J,2006-06-03 13:17:00,2006-06-03,13:17:00,,200601019492,JACKSON ST /SCHUYLKILL EXPY,600,28739482,Theft from Vehicle,,,28686495
01,J,2006-06-03 13:32:00,2006-06-03,13:32:00,,200601019505,2400 BLOCK W PASSYUNK AVE,300,28874022,Robbery Firearm,-75.18730912,39.92221434,28821035
01,K,2006-06-03 14:34:00,2006-06-03,14:34:00,,200601019510,2300 BLOCK OREGON AVE,600,28749914,Thefts,-75.18699961,39.91883469,28696927
01,K,2006-06-03 16:16:00,2006-06-03,16:16:00,,200601019526,2200 BLOCK OREGON AVE,600,28774218,Thefts,-75.18522687,39.91853796,28721231
01,A,2006-06-03 16:43:00,2006-06-03,16:43:00,,200601019531,1500 BLOCK MOORE ST,300,28761846,Robbery No Firearm,-75.17061816,39.9282272,28708859
01,E,2006-06-03 18:38:00,2006-06-03,18:38:00,,200601019552,1400 BLOCK WOLF ST,500,28745203,Burglary Residential,-75.1716438,39.92212219,28692216
01,E,2006-06-03 18:49:00,2006-06-03,18:49:00,,200601019555,1600 BLOCK CANTRELL ST,500,28882871,Burglary Residential,-75.17308355,39.92434167,28829884
01,J,2006-06-03 21:23:00,2006-06-03,21:23:00,,200601019577,2100 BLOCK S 26TH ST,400,28766453,Aggravated Assault No Firearm,-75.18949498,39.92668531,28713466
01,F,2006-06-03 22:17:00,2006-06-03,22:17:00,,200601019585,S 21ST & RITNER ST,300,28746777,Robbery Firearm,-75.18196768,39.9221247,28693790
